rate,e,env_r,env_d
1.2,0.5428818650308553,0.11872098254989993,0.1857161842485325
0.1,0.40449417653966,0.3910475197958602,0.9219721748526598
0.2,0.5014467834784645,0.28861446154200854,0.5346070930063125
0.3,0.5525573803413321,0.2418754443872998,0.39614553046219947
0.45,0.5609201588565688,0.13552465132194288,0.29825832731651475
0.65,0.6302845084317252,0.17626046361307218,0.23396155162834056
0.9,0.6402434867241208,0.13580242054690833,0.1909703956793393
1.2,0.7855678495034832,0.1159082874273293,0.16106347533014917
0.1,0.3375214878427848,0.2586944631755721,0.9219721748526598
0.2,0.4818098964925412,0.3753278152545404,0.5346070930063125
0.3,0.4022307356683049,0.10711861697899966,0.39614553046219947
0.45,0.5720234993612998,0.20271463378974922,0.29825832731651475
0.65,0.6000825778573646,0.13156357546239858,0.23396155162834056
0.9,0.5657519144328887,0.13749432063493905,0.1909703956793393
1.2,0.5638634519743435,0.08775229576208278,0.16106347533014917
0.1,0.37916906144866946,0.3698788583641619,1.1298132367418245
0.2,0.5085535184107495,0.4414857688399886,0.6563677669447183
0.3,0.47806023318793295,0.22146185313944805,0.48700444781904434
0.45,0.5618173443318245,0.23919335266099942,0.36718220236124094
0.65,0.5604269560499296,0.17143988500729299,0.2884089972669277
0.9,0.5415121058811189,0.13486462670702595,0.23568978609102811
1.2,0.6413776386376377,0.12713076195673773,0.1989816259805706
0.1,0.35016541571741006,0.46293465998541317,1.1298132367418245
0.2,0.38207348193593865,0.3199370889321184,0.6563677669447183
0.3,0.3722660251153707,0.20395262882684576,0.48700444781904434
0.45,0.4728902363791849,0.2844785893643222,0.36718220236124094
0.65,0.42812665179307574,0.14306871724180079,0.2884089972669277
0.9,0.5376164207783745,0.17927776788321362,0.23568978609102811
1.2,0.5826387505582806,0.18500368963455655,0.1989816259805706
0.1,0.3536525996915266,0.5082651545454419,1.0422294150508329
0.2,0.41216217168736186,0.45858208725852134,0.6043384529636575
0.3,0.5094255499806299,0.3443300716394906,0.44781668660944285
0.45,0.4107583607267905,0.17581116005552666,0.3371615874012775
0.65,0.42046802090024216,0.16903653019938059,0.26447827575377625
0.9,0.47439355348687134,0.12864478219207195,0.2158795777244705
1.2,0.4643122933336383,0.12001654245435996,0.18207175472103818
0.1,0.43045453208546075,0.32661027396061115,1.0422294150508329
0.2,0.47290078916135836,0.23977057873112462,0.6043384529636575
0.3,0.7081404141694955,0.42746156231224486,0.44781668660944285
0.45,0.6905489194093527,0.24436167049309376,0.3371615874012775
0.65,0.7385287900417121,0.204880418188723,0.26447827575377625
0.9,0.7402849516493291,0.13207966679725547,0.2158795777244705
1.2,0.7418286973347508,0.10498023127504233,0.18207175472103818
0.1,0.42856022814796174,0.37292872996657866,1.2051341191912794
0.2,0.5004717034318508,0.395222066555587,0.7001256180743662
0.3,0.6016491194462443,0.3466534046570981,0.5194714110069806
0.45,0.6497870764166888,0.2496155310633059,0.3916610158519903
0.65,0.671127132749413,0.1534586830296673,0.3076362637513895
0.9,0.33833973608147955,0.18145173808279916,0.25140243849709665
1.2,0.7442925381458649,0.14723422109604778,0.21224706771260857
0.1,0.27345203311167476,0.3479852651223473,1.2051341191912794
0.2,0.34357825997143115,0.3346991540156072,0.7001256180743662
0.3,0.4297990441640627,0.29830693700783195,0.5194714110069806
0.45,0.5169067082116658,0.2997824161909933,0.3916610158519903
0.65,0.513153150339359,0.2524816245529527,0.3076362637513895
0.9,0.5131188455400141,0.19235964209320852,0.25140243849709665
1.2,0.6125024818949442,0.14819486263172713,0.21224706771260857
0.1,0.5294612611047564,0.8208992525154234,1.0422294150508329
0.2,0.5046538435272961,0.2807384261917967,0.6043384529636575
0.3,0.5474442673963478,0.22437192506955167,0.44781668660944285
0.45,0.5768522930130318,0.16947301577826876,0.3371615874012775
0.65,0.6629746375429392,0.1741712188624837,0.26447827575377625
0.9,0.47029079184252653,0.1738897023191877,0.2158795777244705
1.2,0.3106934464791477,0.1359200058488154,0.18207175472103818
0.1,0.33188259668410613,0.488604819236962,1.0422294150508329
0.2,0.41727079710278003,0.403268602995866,0.6043384529636575
0.3,0.32764901238914257,0.1309777226465943,0.44781668660944285
0.45,0.41284600222637713,0.16613661646076539,0.3371615874012775
0.65,0.5826201621545184,0.18034863302035398,0.26447827575377625
0.9,0.5186316621788609,0.15608131420537202,0.2158795777244705
1.2,0.47114729384573706,0.11987710041518755,0.18207175472103818
0.1,0.5069518109473742,0.9145587171207676,1.2051341191912794
0.2,0.5428443604229596,0.5553265729084084,0.7001256180743662
0.3,0.5151495171664324,0.17465280508155373,0.5194714110069806
0.45,0.5613460214900813,0.1930607271148255,0.3916610158519903
0.65,0.7536485420829623,0.21282561678724166,0.3076362637513895
0.9,0.7088459603363689,0.1648850859603158,0.25140243849709665
1.2,0.6780747048005207,0.11659132445341684,0.21224706771260857
0.1,0.3045581078498433,0.6637065762655028,1.2051341191912794
0.2,0.4084978546437402,0.3982137923994661,0.7001256180743662
0.3,0.4135167314987791,0.38680659463138567,0.5194714110069806
0.45,0.3665011744651219,0.219079443128916,0.3916610158519903
0.65,0.43343540967576594,0.19170357340015456,0.3076362637513895
0.9,0.5329017279587975,0.1467283429907249,0.25140243849709665
1.2,0.6463658973878399,0.148921009176918,0.21224706771260857
0.1,0.3449755577965133,0.6875708131357299,1.0422294150508329
0.2,0.4365755906014029,0.36259723471719063,0.6043384529636575
0.3,0.41249164409798994,0.2605822155256838,0.44781668660944285
0.45,0.4132420048275402,0.23239689337798258,0.3371615874012775
0.65,0.46145962416803377,0.20296617508713294,0.26447827575377625
0.9,0.5868873049337224,0.17126447266868594,0.2158795777244705
1.2,0.9909377415661943,0.253594769975856,0.18207175472103818
0.1,0.5139617968947574,0.8360324308496488,1.0422294150508329
0.2,0.5823391479152723,0.4673051719844825,0.6043384529636575
0.3,0.6049451804766031,0.2735437887671526,0.44781668660944285
0.45,0.540438453183707,0.14416849090891348,0.3371615874012775
0.65,0.749708925431962,0.15313537231230254,0.26447827575377625
0.9,0.7144315815311291,0.14687197188535997,0.2158795777244705
1.2,0.3644802206109758,0.15621111261808554,0.18207175472103818
0.1,0.3514943700936413,0.8859494155847799,1.2051341191912794
0.2,0.3406484128446622,0.44647983953757137,0.7001256180743662
0.3,0.39617638756213347,0.33337286493783025,0.5194714110069806
0.45,0.4366017368051031,0.266021049665502,0.3916610158519903
0.65,0.4023822517669847,0.22256930893125584,0.3076362637513895
0.9,0.47152353387345225,0.1442515721921116,0.25140243849709665
1.2,0.4992389864648989,0.11595234401680123,0.21224706771260857
0.1,0.43581607408028644,0.4275974744389388,1.2051341191912794
0.2,0.5614672032621457,0.5337000556855774,0.7001256180743662
0.3,0.6129286837302081,0.35999680711179677,0.5194714110069806
0.45,0.5951150378763989,0.26568451553422545,0.3916610158519903
0.65,0.6992018388646539,0.20037177509950807,0.3076362637513895
0.9,0.7537537469362039,0.18377763166790206,0.25140243849709665
1.2,0.7856864392316072,0.13277663455546387,0.21224706771260857
0.1,0.46377451364317096,0.4442245112421598,1.0422294150508329
0.2,0.40690449222148506,0.11476341589737024,0.6043384529636575
0.3,0.6858660439463728,0.36130779206176583,0.44781668660944285
0.45,0.6666532765184882,0.2445125187264294,0.3371615874012775
0.65,0.7599527227977738,0.20335808990147902,0.26447827575377625
0.9,0.631284826530998,0.12488247677720785,0.2158795777244705
1.2,0.8418596934397341,0.11483954038561824,0.18207175472103818
0.1,0.37081325706554,0.5629000900420369,1.0422294150508329
0.2,0.3366652882397186,0.22599933831642116,0.6043384529636575
0.3,0.3902958819887022,0.19132164828246231,0.44781668660944285
0.45,0.37182695005429783,0.12118033442985589,0.3371615874012775
0.65,0.4663502265082156,0.16911973019853693,0.26447827575377625
0.9,0.505312695460395,0.1567484616254047,0.2158795777244705
1.2,0.537830524969657,0.14178277985228174,0.18207175472103818
0.1,0.32852780104989354,0.8045055964357525,1.2051341191912794
0.2,0.3281169600035258,0.372836651354422,0.7001256180743662
0.3,0.417926005610423,0.3233498515018735,0.5194714110069806
0.45,0.40355616534780925,0.24758785379995632,0.3916610158519903
0.65,0.4769487785454101,0.2320407379769861,0.3076362637513895
0.9,0.450466264431958,0.1176857124105749,0.25140243849709665
1.2,0.6529664764132554,0.14572670474589106,0.21224706771260857
0.1,0.5503351281811943,0.9957866406947116,1.2051341191912794
0.2,0.437815905753959,0.13951758022394073,0.7001256180743662
0.3,0.632073113939073,0.34539456132236185,0.5194714110069806
0.45,0.6437469908745723,0.27359898228267776,0.3916610158519903
0.65,0.6804255019100204,0.22506684930978688,0.3076362637513895
0.9,0.4771893467835568,0.22273139257273689,0.25140243849709665
1.2,0.7090085648346033,0.1371905829688978,0.21224706771260857
0.1,0.4025773863381361,0.852675302405669,1.0823151617835571
0.2,0.37547919471427066,0.395716681432423,0.6275822396161059
0.3,0.4543206985160125,0.2865237209037142,0.46504040532519064
0.45,0.474068006730562,0.16335622012778436,0.35012934076286506
0.65,0.4362637583018407,0.17477475238501175,0.2746505171289215
0.9,0.593893600042975,0.15706387374896258,0.2241826384061809
1.2,0.7090483949065266,0.11045860412782812,0.1890745145180012
0.1,0.281296121313601,0.06029889764882509,1.0823151617835571
0.2,0.5495090362171432,0.337227869105153,0.6275822396161059
0.3,0.642364627161511,0.22193703525398728,0.46504040532519064
0.45,0.6421868870198814,0.18807128700844808,0.35012934076286506
0.65,0.7428164830815696,0.1831666255590594,0.2746505171289215
0.9,0.7808642973666967,0.15345765007253612,0.2241826384061809
1.2,0.3098350202773695,0.1835904830091283,0.1890745145180012
0.1,0.5120837791244928,0.7838869727753904,1.2427945604160069
0.2,0.6065264007139115,0.5806377984120945,0.7220045436391901
0.3,0.6286241388783418,0.32099911287470567,0.5357048926009488
0.45,0.5928275990361006,0.33299297437544556,0.403900422597365
0.65,0.5334129354072266,0.22006882507001846,0.3172498969936205
0.9,0.8258081033876954,0.17145315449773474,0.2592587647001309
1.2,0.7958834207223274,0.10277901579229483,0.2188797885786276
0.1,0.3256789326145872,0.9064912366352659,1.2427945604160069
0.2,0.3390209076066305,0.44650583144126843,0.7220045436391901
0.3,0.23664324238967752,0.5216432784233136,0.5357048926009488
0.45,0.44512593529751027,0.29189824084981875,0.403900422597365
0.65,0.3927681712438405,0.1905307838477589,0.3172498969936205
0.9,0.33641958142491474,0.12107931374714746,0.2592587647001309
1.2,0.5438394841675304,0.12257918674860592,0.2188797885786276
1.2,1.7131729150818102,0.5887158605424232,0.19887837823374943
0.1,0.48533834528658565,0.4159023865934155,1.1384352072093713
0.2,0.6554718143675465,0.49935566651035757,0.6601235409295336
0.3,0.5699465704152409,0.2098852762603694,0.4891536115272376
0.45,0.722789546747349,0.2208661343185179,0.3682841954690877
0.65,0.7102048917278071,0.13889371343150267,0.2888916550541249
0.9,0.6075845523904,0.035165531211089486,0.2358069233605755
1.2,0.366910722805971,0.004831362398587784,0.19887837823374943
0.1,0.5263456160451285,0.9731793770937808,1.2955191781306252
0.2,0.4649373313770296,0.3664858070104562,0.7526350394299436
0.3,0.6370379582613449,0.3373787324259289,0.5584317668325042
0.45,0.690497058071673,0.2776813510121418,0.4210355920408896
0.65,0.8093569296000538,0.24765049197408606,0.33070898353274375
0.9,0.7873579120314017,0.156151947248586,0.27025762138437887
1.2,0.4202929382375126,0.023935935401436202,0.22816559779105422
0.1,0.2934550871176304,0.8697278307145824,1.2955191781306252
0.2,0.28329618900240316,0.34516963964602115,0.7526350394299436
0.3,0.378770984285512,0.306257148881165,0.5584317668325042
0.45,0.4394818773774057,0.31390169970419535,0.4210355920408896
0.65,0.6484238201291758,0.4535462670872655,0.33070898353274375
0.9,0.4456827378237933,0.1652590248997216,0.27025762138437887
1.2,0.6212096399365769,0.18065872664290403,0.22816559779105422
0.1,0.3738474109854769,0.4569508232682191,0.9941265189715633
0.2,0.46455322532515925,0.39322197684827254,0.5764459089807193
0.3,0.3998829452631681,0.2005438551289966,0.42714822415054543
0.45,0.4914747668003891,0.23651370312212658,0.3216002833673723
0.65,0.49245086693708373,0.16239064814304366,0.25227158610360195
0.9,0.5516272778342689,0.15106496347895187,0.205915904906418
1.2,0.6344351140842717,0.12116105974419433,0.17366844296468256
0.1,0.4556563370572451,0.48708568288976045,0.9941265189715633
0.2,0.4005325790142059,0.15364951316110909,0.5764459089807193
0.3,0.5881746909828308,0.2670205272743144,0.42714822415054543
0.45,0.6930424501200226,0.2095491935485569,0.3216002833673723
0.65,0.7364753120417776,0.19086363726424613,0.25227158610360195
0.9,0.7743998600898804,0.1691266020688055,0.205915904906418
1.2,0.745597143827296,0.11921466543396257,0.17366844296468256
0.1,0.5000956443044754,0.6170553024931961,1.3407117076002981
0.2,0.6533585954665161,0.46766745374561736,0.7788897501077323
0.3,0.6800371223666168,0.3311561975178264,0.5779119447452659
0.45,0.6782473917160206,0.22005369593622362,0.4357228801353392
0.65,0.5448899330897577,0.05550149599257514,0.34224534342342083
0.9,0.3412340823123365,0.00750437601879093,0.27968521282801995
1.2,0.22837666383290842,0.00095266429572989,0.23612486283027706
0.1,0.2644622062731656,0.8415551765089132,1.3407117076002981
0.2,0.2619506554547805,0.4219049289861909,0.7788897501077323
0.3,0.34832553020601953,0.33168721086520797,0.5779119447452659
0.45,0.4206257097324991,0.3391750919830043,0.4357228801353392
0.65,0.5969615180095982,0.6393602278041286,0.34224534342342083
0.9,0.6250466703789611,0.18315996454467898,0.27968521282801995
0.1,0.19549682045513864,0.0629864329447354,1.1343665153126337
0.2,0.33351222614507103,0.31539213052810666,0.6558802122200957
0.3,0.45557647558440456,0.3636077679411376,0.4850485317701041
0.45,0.4619153231175401,0.26278888846938014,0.3644107611628745
0.65,0.4201408526354879,0.1887018339329889,0.285273889038746
0.9,0.6425677413895317,0.33829915516925596,0.23243359757926815
1.2,1.0795431044280217,0.22491515382191446,0.1957264048156507
0.1,0.5042377757828208,0.550435105116469,1.1343665153126337
0.2,0.48763281922200324,0.3145196205105855,0.6558802122200957
0.3,0.5201894653683485,0.18007824018659552,0.4850485317701041
0.45,0.6690172590235641,0.23927110072829866,0.3644107611628745
0.65,0.6922427782896633,0.1723175612111446,0.285273889038746
0.9,0.5028346029775695,0.03411259857907158,0.23243359757926815
1.2,0.29868669045029606,0.004868951786221977,0.1957264048156507
0.1,0.45218461226840206,0.5707057590212636,1.3016973740575999
0.2,0.5416968414885763,0.46913370945608485,0.7540445373213097
0.3,0.5683465619513681,0.2568828691382219,0.5583686000802027
0.45,0.6931710615889791,0.291136241401242,0.4200860901506033
0.65,0.5324094766251503,0.17630882406596543,0.3292969075706667
0.9,0.37791513553282896,0.10355191375053793,0.26862111795929644
1.2,0.4748966233085729,0.02104089187694457,0.22643217513216535
0.1,0.3643186720133739,0.9340367597801748,1.3016973740575999
0.2,0.30977762579562074,0.3787591387608225,0.7540445373213097
0.3,0.3218076602910143,0.3601772860191528,0.5583686000802027
0.45,0.3827987352899293,0.26216498679965555,0.4200860901506033
0.65,0.36091814968235086,0.2490472048193809,0.3292969075706667
0.9,0.552285082618171,0.2012718528008866,0.26862111795929644
1.2,0.9379054116554438,0.26074924224461726,0.22643217513216535
